"Lang";"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context";"Para context 1";"Lang 1"
"ru";" теачум омисонывен кат оге ьчон юуротв";"аксот";"вторую ночь его так невыносимо мучает";"тоска";" ";"по земле, по самому себе, жившему";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Он сам не мог понять, почему вторую ночь его так невыносимо мучает тоска по земле, по самому себе, жившему там за звездами.";" He could not understand why for two nights now he had been yearning so much for the Earth, for himself Who lived out there, beyond the stars. ";"en"
"ru";" ьсилилан азалг ,илажордаз ее ыбуг ,ано";"йоксот";"она, губы ее задрожали, глаза налились";"тоской";", ― ";"Сын Неба говорил, что на земле";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"― Учитель, ― вдруг сказала она, губы ее задрожали, глаза налились тоской, ― Сын Неба говорил, что на земле они знают что-то, что выше разума, выше знания, выше мудрости.";" ""Teacher, ""she said suddenly, her lips trembling and her eyes full of yearning, ""the Son of the Sky said that on Earth they know that which is higher than reason, than knowledge, than wisdom. ";"en"
"ru";" ";"аксоТ";"";"Тоска";" ";"разорвала мою грудь, учитель.";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Люди, познающие Любовь, не умирают"".  Тоска разорвала мою грудь, учитель.  Старичок хмурился, жевал ртом.";" Men who have known love do not die.  My heart was rent with longing, teacher. "" The old man frowned and said nothing. ";"en"
"ru";" то юариму Я ";"иксот";"Я умираю от";"тоски";" ";"по тебе.";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Нам нужно бежать.  Я умираю от тоски по тебе.  Лось только стиснул пальцами борт лодки, с трудом передохнул.";" We must flee.  I have been longing for you so much… "" Los gripped the side of the boat and heaved a sigh. ";"en"
"ru";" ― ястежак енм ьрепеТ ";"аксот";"Теперь мне кажется ―";"тоска";" ";"по тебе гнала меня через звезды.";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Теперь мне кажется ― тоска по тебе гнала меня через звезды.";" It seems to me that it was my yearning for you that drove me across the stars"". ";"en"
"ru";" в ,онжоверт ― ,ацил еытавобулог ьсиливяоп иманко";"ексот";"окнами появились голубоватые лица, ― тревожно, в";"тоске";", ";"всматривались они в невиданные огни, в";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"За окнами появились голубоватые лица, ― тревожно, в тоске, всматривались они в невиданные огни, в мрачные, оборванные фигуры повстанцев.";" Bluish faces appeared at the windows. They peered out in alarm and agony at the strange fires and the dismal ragged figures of the rebels. ";"en"
"ru";" ,ьтремс ,инытсуп еынядел ― ман А ";"аксот";"А нам ― ледяные пустыни, смерть,";"тоска";"… ";"";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Быть может, вы на земле будете счастливы.  А нам ― ледяные пустыни, смерть, тоска…  Ах, мы упустили час…";" Perhaps you will be happy on Earth.  But for us, there is nothing but ice deserts, death and agony.  Aye, we've let our chance slip by. ";"en"
"ru";" ";"аксоТ";"";"Тоска";", ";"тошно.";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Я ночью, раз, на возу лежал, раненый, кверху носом, ― поглядываю на звезды.  Тоска, тошно.  Вошь, думаю, да я, ― не все ли равно.";" Once I lay wounded on a cart, looking up at the stars.  I felt sick at heart.  What's the difference, I wondered, whether I was a louse or a man? ";"en"
"ru";" яансажУ ";"аксот";"Ужасная";"тоска";" ";"овладевала им, ― он брел, спотыкаясь, по";"А. Н. Толстой. Аэлита (1923) | Alexey Tolstoy. Aelita (Lucy Flaxman, 1950)";"А. Н. Толстой";"1883";"Аэлита";"1923";"художественная";"";"";"";"";"";"омонимия не снята";"Ужасная тоска овладевала им, ― он брел, спотыкаясь, по следам Гусева, в пыли.";" He stumbled after Gusev in the dust, racked with anguish. ";"en"
"ru";" йищюашулго ,имачон имынноссеб йыннечумаЗ ";"уксот";"Замученный бессонными ночами, оглушающий";"тоску";" ";"свою вином, золотом, безлюбой любовью, надрывающими";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Замученный бессонными ночами, оглушающий тоску свою вином, золотом, безлюбой любовью, надрывающими и бессильно-чувственными звуками танго ― предсмертного гимна, ― он жил словно в ожидании рокового и страшного дня.";" Worn out by sleepless nights, drowning its melancholy in drink and gold, stifling it with loveless love, and the piercing, impotently sensuous strains of the tango — that dance of death — it lived as if in anxious expectation of some fatal, fearful day. ";"en"
"ru";" в ужорб восач хувд С ";"ексот";"С двух часов брожу в";"тоске";". ";"";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"― А вы думаете, я сама этого не чувствую?  С двух часов брожу в тоске.  День такой ясный, свежий, а мне представляется, что в этих домах, за занавесками, попрятались черные люди.";" ""D'you think I don't feel that myself?  I've been roaming about in despair since two o'clock.  It's such a pure, serene day, and I keep imagining that there are evil people hiding in these houses, behind the curtains, and that I have to live among them. ";"en"
"ru";" яакак ,хА ";"аксот";"Ах, какая";"тоска";" ";"у меня.";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"― Нет, должна.  Ах, какая тоска у меня.  Значит, просто я ― девчонка. А этот город не для девчонок построен, а для взрослых.";" ""But I have to!  Oh, how wretched I am!  I'm still just a silly little girl, and this town was built for grownups, not for little girls. """;"en"
"ru";" с ,ырамаС зи еще еоннезевирп ,еьталп";"йоксот";"платье, привезенное еще из Самары, с";"тоской";", ";"упрямо зубрила римское право, не выходила";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Даша теперь нарочно гладко причесывала волосы, закручивая их шишом на затылке, носила старое ― гимназическое ― платье, привезенное еще из Самары, с тоской, упрямо зубрила римское право, не выходила к гостям и отказывалась от развлечений.";" Dasha now began deliberately smoothing back her hair, screwing it into a bun at the back of her head; she wore her old school clothes, brought with her from Samara, forced herself to cram up Roman Law, did not put in an appearance when there were visitors, and would take no part in entertainments. ";"en"
"ru";" ― моволс ― ,еешчул ан ыджедан зеб ,алед";"аксот";"дела, без надежды на лучшее, ― словом ―";"тоска";". ";"";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"За последнее время жизнь Елизаветы Киевны складывалась совсем уныло, ― день за днем без дела, без надежды на лучшее, ― словом ― тоска.";" Of late, Elizaveta Kievna's life had become unutterably dreary, day succeeding day with nothing to do, with• no hope of anything better — in short, she was bored to death. ";"en"
"ru";" йокцабак йоминварс ен меч с иН";"йоксот";"Ни с чем не сравнимой кабацкой";"тоской";" ";"гудело все тело.";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Ни с чем не сравнимой кабацкой тоской гудело все тело.";" His whole body was racked with the unutterable melancholy which follows on carousals. ";"en"
"ru";" янем у яакак ,аланз ыт ыб";"аксот";"бы ты знала, какая у меня";"тоска";"! ";"";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Нет, я уеду… Ах, Дашенька, если бы ты знала, какая у меня тоска!";" It's no good, I shall have to go away… oh, Dasha, Dasha, if you only knew how unhappy I am! """;"en"
"ru";" с ашаД ,енакатс в йач яавишемоП";"йоксот";"Помешивая чай в стакане, Даша с";"тоской";" ";"глядела, как за окном летят снизу";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Помешивая чай в стакане, Даша с тоской глядела, как за окном летят снизу вверх клубы серой пыли.";" Stirring the tea in her glass, Dasha looked dejectedly through the window at the whirling clouds of grey dust. ";"en"
"ru";" с ― ?ьшедеирп ьтадебО ― ";"йоксот";"― Обедать приедешь? ― с";"тоской";" ";"спросила она.";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Даша, стоя у окна, пожала плечами.  ― Обедать приедешь? ― с тоской спросила она.  ― Ни под каким видом.";" ""From her place at the window Dasha shrugged her shoulders. "" Will you be back to dinner? ""she asked wearily. "" Impossible! ";"en"
"ru";" янем у ,мещбо В ";"аксот";"В общем, у меня";"тоска";". ";"";"А. Н. Толстой. Сестры (1922) | Alexey Tolstoy. The Sisters (Constance Garnett)";"А. Н. Толстой";"1883";"Сестры";"1922";"художественная";"";"";"";"";"";"омонимия не снята";"Мне все кажется, что хороню молодость, что-то невозвратное, когда гляжу на этих женщин с глубокими вырезами платьев, с глазами, подведенными синим, и на их кавалеров.  В общем, у меня тоска.  Все думается, что кто-то должен умереть.";" I feel as if I were burying my youth, that'something has gone beyond recall, when I look at all these women with their low-cut dresses, and their made-up eyes, and the men hanging round them.  On the whole I'm depressed.  I keep thinking somebody's going to die. ";"en"
"ru";" юунелез янем ан тиноган анартс атэ";"уксот";"эта страна нагонит на меня зеленую";"тоску";". ";"";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"Вернувшись в Англию после выгодной продажи своей африканской фермы и конского завода и заметив, что солнце светит здесь довольно редко, Вэл сказал самому себе: — Мне просто необходимо найти какой-то интерес к жизни, иначе эта страна нагонит на меня зеленую тоску.";" On getting back to England, after the profitable sale of his South African farm and stud, and observing that the sun seldom shone, Val had said to himself: ""I've absolutely got to have an interest in life, or this country will give me the blues. ";"en"
"ru";" йоньлетремс в ножД лазакс —  ,ьтирев ьдубин-отч";"ексот";"что-нибудь верить,  — сказал Джон в смертельной";"тоске";".  — ";"Все люди созданы, чтобы наслаждаться жизнью.";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"—  Я должен хоть во что-нибудь верить,  — сказал Джон в смертельной тоске.  — Все люди созданы, чтобы наслаждаться жизнью.";" ""I must believe in things, ""said Jon with a sort of agony; ""we're all meant to enjoy life. """;"en"
"ru";" юундолог гурдв алитущо релФ ";"уксот";"Флер ощутила вдруг голодную";"тоску";" ";"по лицу Джона, по его рукам";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"Флер ощутила вдруг голодную тоску по лицу Джона, по его рукам, по его губам: снова чувствовать его губы на своих губах!";" She felt a sudden hunger for Jon's face, for his hands, and the feel of his lips again on hers. ";"en"
"ru";" еен ялд йонтяирп ьнечо илыб ытункинорп";"йоксот";"проникнуты были очень приятной для нее";"тоской";" ";"и все заканчивались словами: «Любящий тебя";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"Флер вытащила письма Джона — не цветистые излияния, нет, но в отчетах о виденном и сделанном они проникнуты были очень приятной для нее тоской и все заканчивались словами: «Любящий тебя Джин».";" And she took out Jon's letters ― not flowery effusions, but haunted in their recital of things seen and done by a longing very agreeable to her, and all ending ""Your devoted J. """;"en"
"ru";" юуконидо юукак аН ";"уксот";"На какую одинокую";"тоску";" ";"обрек он себя, щадя его мать";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"На какую одинокую тоску обрек он себя, щадя его мать и его самого!";" The loneliness of it ― just to spare his mother and himself! ";"en"
"ru";" в ,еиняачто в яашдешу ,ьтсодолом ,аругиф";"уксот";"фигура, молодость, ушедшая в отчаяние, в";"тоску";", ";"в самое себя!";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"Эта застывшая девичья фигура, молодость, ушедшая в отчаяние, в тоску, в самое себя!";" The stillness of her figure, its youth, its absorption in despair, in longing, in ― itself. ";"en"
"ru";" и еимузеб ,инзиж оге акум и";"аксот";"и мука его жизни, безумие и";"тоска";", ";"его единственное поражение кончатся, когда на";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"В последний раз, и — конец: огонь и мука его жизни, безумие и тоска, его единственное поражение кончатся, когда на этот раз образ Ирэн угаснет перед его глазами; даже в таких воспоминаниях есть своя мучительная сладость.";" This, then, was finality ― the heat and stress of his life, the madness and the longing thereof, the only defeat he had known, would be over when she faded from his view this time; even such memories had their own queer aching value. ";"en"
"ru";" ецдрес в яашвын :ылигом у ледис";"аксот";"сидел у могилы: нывшая в сердце";"тоска";" — ";"оттого, что солнце колдовскими чарами зажгло";"John Galsworthy. To Let (1921) | Джон Голсуорси. Сдается внаем (Н. Д. Вольпин, 1946)";"John Galsworthy";"1867";"To Let";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"И лишь одно действительно смущало Сомса, когда он сидел у могилы: нывшая в сердце тоска — оттого, что солнце колдовскими чарами зажгло его лицо, и облака, и золотую листву березы, оттого, что ветер так ласково шумит, и зелень тиса так темна, и так бледен серп месяца в небе.";" And only one thing really troubled him, sitting there ― the melancholy craving in his heart ― because the sun was like enchantment on his face and on the clouds and on the golden birch leaves, and the wind's rustle was so gentle, and the yewtree green so dark, and the sickle of a moon pale in the sky. ";"en"
"ru";" то мишвемено и амуабхйЭ игьнед ан";"иксот";"на деньги Эйхбаума и онемевшим от";"тоски";". ";"";"И. Э. Бабель. Король (1921) | Isaac Babel. The King (Peter Constantine, 2002)";"И. Э. Бабель";"1894";"Король";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"Выпрямившись во весь рост и выпячивая животы, бандиты хлопали в такт музыки, кричали ""горько"" и бросали невесте цветы, а она, сорокалетняя Двойра, сестра Бени Крика, сестра Короля, изуродованная болезнью, с разросшимся зобом и вылезающими из орбит глазами, сидела на горе подушек рядом с щуплым мальчиком, купленным на деньги Эйхбаума и онемевшим от тоски.";" Drawing themselves up to their full height and sticking out their bellies, the bandits clapped to the rhythm of the music and, shouting “Oy, a sweet kiss for the bride!,” threw flowers at her, and she, forty-year-old Dvoira, Benya Krik's sister, the sister of the King, deformed by illness, with her swollen goiter and eyes bulging out of their sockets, sat on a mountain of pillows next to a frail young man who was mute with melancholy who had been bought with Eichbaums money. ";"en"
"ru";" яовт он ― ,солог йикря леневзаз авонс";"аксот";"снова зазвенел яркий голос, ― но твоя";"тоска";", ";"по сравнению с моею буйной, ветровою";"В. В. Набоков. Нежить (1921) | Vladimir Nabokov. Wood-Sprite (Dmitri Nabokov, 1995)";"В. В. Набоков";"1899";"Нежить";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"― Я знаю, ты тоже тоскуешь, ― снова зазвенел яркий голос, ― но твоя тоска, по сравнению с моею буйной, ветровою тоской, ― лишь ровное дыханье спящего.";" ""I know you too are pining, ""his voice shimmered again, ""but your pining, compared to mine, my tempestuous, turbulent pining, is but the even breathing of one who is asleep. ";"en"
"ru";" юовортев ,йонйуб юеом с юиненварс оп";"йоксот";"по сравнению с моею буйной, ветровою";"тоской";", ― ";"лишь ровное дыханье спящего.";"В. В. Набоков. Нежить (1921) | Vladimir Nabokov. Wood-Sprite (Dmitri Nabokov, 1995)";"В. В. Набоков";"1899";"Нежить";"1921";"художественная";"";"";"";"";"";"омонимия не снята";"― Я знаю, ты тоже тоскуешь, ― снова зазвенел яркий голос, ― но твоя тоска, по сравнению с моею буйной, ветровою тоской, ― лишь ровное дыханье спящего.";" ""I know you too are pining, ""his voice shimmered again, ""but your pining, compared to mine, my tempestuous, turbulent pining, is but the even breathing of one who is asleep. ";"en"
"ru";" йымеаденс ,лыб едг ,яслатсо но и";"йоксот";"и он остался, где был, снедаемый";"тоской";" ";"по шампиньону.";"John Galsworthy. Awakening (1920) | Джон Голсуорси. Пробуждение (М. Богословская, 1946)";"John Galsworthy";"1867";"Awakening";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Когда маленький Джон сообразил, что они не знают о его присутствии под столом, на него нашло совершенно новое чувство смущения, и он остался, где был, снедаемый тоской по шампиньону.";" Conscious that they did not know him to be under the table, little Jon was visited by the quite new feeling of embarrassment, and stayed where he was, ravaged by desire for the mushroom. ";"en"
"ru";" йомисонывен янд оголец елсоп адгок ,адог";"иксот";"года, когда после целого дня невыносимой";"тоски";" ";"он перенёс чудесную болезнь: некую смесь";"John Galsworthy. Awakening (1920) | Джон Голсуорси. Пробуждение (М. Богословская, 1946)";"John Galsworthy";"1867";"Awakening";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Следующим важным происшествием было то, что он сел на шмеля, — острое переживание, которое его мать поняла гораздо лучше, чем «Да»; и ничего особенно важного не произошло затем до конца года, когда после целого дня невыносимой тоски он перенёс чудесную болезнь: некую смесь из сыпи, лежанья в постели, меду с ложки и великого множества мандаринов.";" The next thing had been to sit on a bumble bee, a poignant experience, which his mother had understood much better than ""Da""; and nothing of vital importance had happened after that till the year turned; when, following a day of utter wretchedness, he had enjoyed a disease composed of little spots, bed, honey in a spoon, and many Tangerine oranges. ";"en"
"ru";" с нО ";"йоксот";"Он с";"тоской";" ";"посмотрел на окна ""Айсиум Клуба"", где";"John Galsworthy. In Chancery (1920) | Джон Голсуорси. В петле (М. Богословская, 1946)";"John Galsworthy";"1867";"In Chancery";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Он с тоской посмотрел на окна ""Айсиум Клуба"", где они часто так шикарно обедали с отцом!";" He looked longingly at the windows of the Iseeum Club, where he had often eaten of the best with his father! ";"en"
"ru";" йен в видуборп ,ыврен ее алижародубзв";"уксот";"взбудоражила ее нервы, пробудив в ней";"тоску";" ";"по ее"" паяцу"", вопреки всем доводам";"John Galsworthy. In Chancery (1920) | Джон Голсуорси. В петле (М. Богословская, 1946)";"John Galsworthy";"1867";"In Chancery";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Что это? Ил ""ввели взбудоражила ее нервы, пробудив в ней тоску по ее"" паяцу"", вопреки всем доводам рассудка и оскорбленной добродетели?";" Was it spring tickling her senses — whipping up nostalgia for her‘ clown,' against all wisdom and outraged virtue? ";"en"
"ru";" ";"аксоТ";"";"Тоска";" ";"по мужу, пробудившаяся от этого запаха";"John Galsworthy. In Chancery (1920) | Джон Голсуорси. В петле (М. Богословская, 1946)";"John Galsworthy";"1867";"In Chancery";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Тоска по мужу, пробудившаяся от этого запаха, боролась с такой мучительной ревностью, какой она никогда еще не испытывала.";" The nostalgia for her husband which had rushed up with that scent was struggling with a deeper jealousy than any she had felt yet. ";"en"
"ru";" йеовс упал юутасолов мачон оп янем";"иксот";"меня по ночам волосатую лапу своей";"тоски";". ";"";"И. Э. Бабель. Солнце Италии (1920) | Isaac Babel. Italian sun (Peter Constantine, 2002)";"И. Э. Бабель";"1894";"Солнце Италии";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Возвращаясь домой, я страшился встречи с Сидоровым, моим соседом, опускавшим на меня по ночам волосатую лапу своей тоски.";" On my way back, I had been dreading running into Sidorov, with whom I shared my room, and who at night brought his hairy paw of dejection down upon me. ";"en"
"ru";" то няьп ,лоз ,нелоб но – ,отсорп";"иксот";"просто, – он болен, зол, пьян от";"тоски";", ";"он хочет солнца Италии и бананов.";"И. Э. Бабель. Солнце Италии (1920) | Isaac Babel. Italian sun (Peter Constantine, 2002)";"И. Э. Бабель";"1894";"Солнце Италии";"1920";"художественная";"";"";"";"";"";"омонимия не снята";"Скажите просто, – он болен, зол, пьян от тоски, он хочет солнца Италии и бананов.";"” Just tell them plain and simple: “He's sick, he's angry, he's drunk with depression, he wants some Italian sun and he wants some bananas! ";"en"
"ru";" яаннартс ,бонзО ";"аксот";"Озноб, странная";"тоска";" ";"и дрожь в самом основании языка.";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Но мне снова стало нехорошо.  Озноб, странная тоска и дрожь в самом основании языка.  Меня мутила эта падаль, которую я давил ногами, и Мне хотелось встряхнуться, как собаке после купанья.";" But here again I began to feel uncomfortable.  I was cold, lonely, quivering.  In my feet there was still the sensation of treading upon corpses, and I wanted to shake myself like a dog after a bath. ";"en"
"ru";" йокак и ивбюл ,зелс хынруб мерхив";"иксот";"вихрем бурных слез, любви и какой";"тоски";"! ";"";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Вот сейчас мы уже собирались спать, как вдруг какой-то неосторожный удар смычка, и Я мгновенно весь наполняюсь вихрем бурных слез, любви и какой тоски!";" But we were just ready for bed when suddenly I felt as if some one had struck me a blow and I was immediately seized with a tempest of tears, of love and sadness! ";"en"
"ru";" яакак оН ";"аксот";"Но какая";"тоска";"! ";"";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Я широк, как пространство, Я глубок, как вечность, и в едином дыхании Моем Я вмещаю все!  Но какая тоска!  Но, какая любовь, Мария!";" I grew as broad as space, as deep as eternity and I embraced all in a single breath!  But what sadness!  Oh, what love, Maria! ";"en"
"ru";" ,ьтсиванен и еинерзерП ";"аксот";"Презрение и ненависть,";"тоска";" ";"и любовь, гнев и смех, горький";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Презрение и ненависть, тоска и любовь, гнев и смех, горький, как полынь, ― вот чем до краев была налита поднесенная Мне чаша… нет, еще хуже, еще горче, еще смертельнее!";" Hatred and contempt, love and anguish, wrath and laughter, — these filled to the brim the cup presented to Me… no, still worse, still more bitter, still more deadly! ";"en"
"ru";" тюавытавхо сан ,яинежонму ыцилбат то илатсу";"аксот";"устали от таблицы умножения, нас охватывают";"тоска";" ";"и скука от этого слишком прямого";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Понимаете: мы слишком долго живем простой таблицей умножения, мы устали от таблицы умножения, нас охватывают тоска и скука от этого слишком прямого пути, грязь которого теряется в бесконечности.";" You understand: we have lived too long in simple faith in the multiplication table, we are tired of the multiplication table, we are filled with ennui and anxiety on this straight road whose mire is lost in infinity. ";"en"
"ru";" яакат алитавхо ецдрес еом :оготэ итсеныв";"аксот";"вынести этого: мое сердце охватила такая";"тоска";" ";"и любовь, такая любовь и тоска";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Она смотрела на закат, и закат смотрел на нее, и больше ничего, но я не мог вынести этого: мое сердце охватила такая тоска и любовь, такая любовь и тоска, как будто я умираю.";" She gazed upon the sunset and the sunset gazed on her, but I could not endure it: sorrow and love gripped my heart, as if I were dying. ";"en"
"ru";" и ьвобюл яакат ,ьвобюл и аксот";"аксот";"тоска и любовь, такая любовь и";"тоска";", ";"как будто я умираю.";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Она смотрела на закат, и закат смотрел на нее, и больше ничего, но я не мог вынести этого: мое сердце охватила такая тоска и любовь, такая любовь и тоска, как будто я умираю.";" She gazed upon the sunset and the sunset gazed on her, but I could not endure it: sorrow and love gripped my heart, as if I were dying. ";"en"
"ru";" йоничважр ястеавикаловаз ецдрес и илсым тюедолох";"иксот";"холодеют мысли и сердце заволакивается ржавчиной";"тоски";" ";"и без-домья.";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"О, это не всегда гневный и мощный рев медных труб ― часто, очень часто это жалобный визг перегорелого и ржавого железа, скользящий и одинокий, как зима, свист согнутых прутьев, от которого холодеют мысли и сердце заволакивается ржавчиной тоски и без-домья.";" Oh, it is not always the mighty, wrathful roar of brass trumpets, frequently, very frequently it is the pitiful wail of burned, rusty iron, crawling along lonely, like the winter, the whistle of bent twigs, which drives thought cold and fills the heart with the rust of gloom and homelessness. ";"en"
"ru";" то ястисевоп но ,мынму ьталедс акилорк";"иксот";"кролика сделать умным, он повесится от";"тоски";". ";"";"Леонид Андреев. Дневник Сатаны (1918-1919) | Leonid Andreev. Satan’s Diary (Herman Bernstein, 1920)";"Леонид Андреев";"1871";"Дневник Сатаны";"1918-1919";"художественная";"";"";"";"";"";"омонимия не снята";"Если кролика сделать умным, он повесится от тоски.";" Give a rabbit brains and he will hang himself. ";"en"
